Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;memoryslot;cam1modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;net3g;net4g;speed;bodyother;displayprotection;os;chipset;cpu;gpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;nfc;price;sar-us;sar-eu;build;memoryother;optionalother;cam2features;models;net5g;tbench;batlife;batmusicplayback1
https://www.gsmarena.com/lg_gt505-2815.php;https://fdn2.gsmarena.com/vv/bigpic/lg-gt505.jpg;LG GT505;Released 2009, August;98g, 11.8mm thickness;Feature phone;60MB storage, microSDHC slot;13;N/A;1,177,494 hits;"3.0""";240x400 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2009, June. Released 2009, August;Discontinued;107 x 54.5 x 11.8 mm (4.21 x 2.15 x 0.46 in);98 g (3.46 oz);Mini-SIM;TFT, 256K colors;3.0 inches, 25.6 cm(~43.9% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~155 ppi density);;HC (dedicated slot);5 MP, AF;Wi-Fi 802.11b/g;2.0, A2DP;"Yes, with A-GPS; WisePilot";Stereo FM radio;2.0;Accelerometer;MP3/MP4 playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 260 h (2G) / Up to 420 h (3G);Up to 7 h (2G) / Up to 7 h (3G);Black;HSDPA 1900 / 2100;;HSPA 3.6/0.384 Mbps;;;;;;;60MB;LED flash;Yes;Videocall camera;;;About 100 EUR;0.56 W/kg (head)     0.31 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/lg_kf600-2244.php;https://fdn2.gsmarena.com/vv/bigpic/lg-kf600.jpg;LG KF600;Released 2008, March;107g, 14.1mm thickness;Feature phone;25MB storage, microSD slot;14;N/A;858,536 hits;"2.0""";240x320 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Class 10;2008, February. Released 2008, March;Discontinued;101.2 x 50.7 x 14.1 mm (3.98 x 2.00 x 0.56 in);107 g (3.77 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~24.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);Touch-sensitive lower display 256K colors TFT, 176 x 240 pixels, 1.49 inches;(dedicated slot);3.15 MP, AF;No;2.0;No;FM radio;2.0;;InteractPadDynamic themesScroll & Sweeping controlDocument viewer (Word, Excel, PowerPoint, PDF)MP3/WMA/AAC/AAC+ playerOffice document viewerPredictive text inputOrganizerVoice memo;Removable Li-Ion 800 mAh battery;Up to 480 h;Up to 4 h;Pastel Pink, Shiny Pink, Wine Red, Titan;;;;;;;;;;25MB;LED flash;Yes;No;;;About 70 EUR;;;;;;;;;;;
https://www.gsmarena.com/lg_kf510-2258.php;https://fdn2.gsmarena.com/vv/bigpic/lg-kf510.jpg;LG KF510;Released 2008, April;91g, 10.9mm thickness;Feature phone;16MB storage, microSD slot;15;N/A;1,217,641 hits;"2.2""";240x320 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Class 10;2008, February. Released 2008, April;Discontinued;104.5 x 49.5 x 10.9 mm (4.11 x 1.95 x 0.43 in);91 g (3.21 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~29.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);Downloadable wallpapersTouch-sensitive navigation panel with haptics;(dedicated slot);3.15 MP, AF;No;2.0, A2DP;No;FM radio;2.0;;MP3/MP4 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 800 mAh battery (LGIP-410A);Up to 400 h;Up to 4 h;Stardust Dark Grey, Sunset Red;;;;;;;;;;16MB;LED flash;320p;No;;;About 70 EUR;0.24 W/kg (head)     0.50 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/lg_u310-1785.php;https://fdn2.gsmarena.com/vv/bigpic/lg-u310.gif;LG U310;Released 2006, October;89g, 18.3mm thickness;Feature phone;microSD slot;11;N/A;168,428 hits;"2.0""";176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, October;Discontinued;94 x 49 x 18.3 mm (3.70 x 1.93 x 0.72 in);89 g (3.14 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~27.3% screen-to-body ratio);176 x 220 pixels (~141 ppi density);Second external OLED, 65K colors display (96 x 96 pixels)Downloadable wallpapers;(dedicated slot);1.3 MP;No;1.1, A2DP;No;No;Proprietary;;Video telephonyMP3/AAC/WMA/MP4 playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 200 h;Up to 3 h 30 min;Orange, Green, Chameleon;UMTS 2100;;Yes, 384 kbps;;;;;;;;180 deg rotating lens;QCIF;No;;;About 120 EUR;;;;;;;;;;;
https://www.gsmarena.com/lg_u300-1628.php;https://fdn2.gsmarena.com/vv/bigpic/lg-u300.gif;LG U300;Released 2006, July;93g, 21.9mm thickness;Feature phone;microSD slot;9;N/A;214,116 hits;"2.0""";176x220 pixels; ;;1530 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, July;Discontinued;96 x 49 x 21.9 mm (3.78 x 1.93 x 0.86 in);93 g (3.28 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.8% screen-to-body ratio);176 x 220 pixels (~141 ppi density);Second external STN, mono display (96 x 64 pixels)Downloadable wallpapers;microSD (dedicated slot);1.3 MP;No;1.1, A2DP;No;No;Proprietary;;Video telephonyMP3/AAC/WMA/MP4 playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 230 h;;Orange, Green, Chameleon;UMTS 2100;;Yes, 384 kbps;;;;;;;;180 deg rotating lens;Yes;No;;;;;;;;;;;;;;
https://www.gsmarena.com/lg_b2150-2057.php;https://fdn2.gsmarena.com/vv/bigpic/lg-b2150.gif;LG B2150;Released 2005;73g, 15.9mm thickness;Feature phone;1.3MB storage, no card slot;9;N/A;64,798 hits;"1.6""";128x128 pixels; ;;930 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005;Discontinued;105 x 44 x 15.9 mm (4.13 x 1.73 x 0.63 in);73 g (2.57 oz);Mini-SIM;CSTN, 65K colors;1.6 inches, 8.3 cm(~17.9% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~113 ppi density);Downloadable wallpapers;No;VGA;No;No;No;No;Proprietary;;Predictive text inputOrganizerVoice memoModem;Removable Li-Ion battery;Up to 200 h;;;;;;;;;;;;1.3MB;;No;No;;;;;;;20 calendar items;;;;;;;
https://www.gsmarena.com/lg_b2100-1159.php;https://fdn2.gsmarena.com/vv/bigpic/lg-b2100.gif;LG B2100;Released 2005, Q2;73g, 16mm thickness;Feature phone;1.3MB storage, no card slot;14;N/A;250,877 hits;"1.5""";128x128 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, Q2;Discontinued;103 x 43 x 16 mm (4.06 x 1.69 x 0.63 in);73 g (2.57 oz);Mini-SIM;CSTN, 65K colors;1.5 inches, 7.3 cm(~16.4% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);Downloadable wallpapers;No;VGA;No;No;No;No;;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 780 mAh battery;Up to 250 h;Up to 3 h 30 min;;;;;;;;;;;1.3MB;;No;No;;;;;;;20 calendar items;;;;;;;
https://www.gsmarena.com/maxwest_nitro_55m-8540.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-nitro-55-m.jpg;Maxwest Nitro 55M;Released 2017, January;180g, 8.2mm thickness;Android 6.0;8GB storage, microSDHC;3;N/A;96,080 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, October;Available. Released 2017, January;152.9 x 77.6 x 8.2 mm (6.02 x 3.06 x 0.32 in);180 g (6.35 oz);Dual SIM (dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;microSDHC;8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 2800 mAh, removable;Up to 280 h;Up to 5 h;White, black;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;;;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;8GB 1GB RAM;LED flash;720p@30fps;2 MP;;No;;;;;;;;;;;;
https://www.gsmarena.com/maxwest_nitro_55_lte-8539.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-nitro-55m.jpg;Maxwest Nitro 55 LTE;Released 2017, January;163g, 7.9mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;61,448 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6737;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, November;Available. Released 2017, January;153 x 77.6 x 7.9 mm (6.02 x 3.06 x 0.31 in);163 g (5.75 oz);Dual SIM (dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;microSDHC;8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;Stereo FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Ion 3000 mAh, removable;Up to 280 h;Up to 15 h;Dark Blue, White, Gold;HSDPA 850 / 1700 / 2100;2, 4, 5, 7, 12, 17;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;;;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-T720MP2;8GB 1GB RAM;LED flash;720p@30fps;2 MP;;No;;;;;eMMC 5.0;;;;;;;
https://www.gsmarena.com/maxwest_mx_100-5637.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-mx-100.jpg;Maxwest MX-100;Released 2013, July;73g, 14mm thickness;Feature phone;32MB RAM storage, microSDHC slot;2;N/A;65,975 hits;"1.8""";128x160 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2013, July. Released 2013, July;Discontinued;110 x 45 x 14 mm (4.33 x 1.77 x 0.55 in);73 g (2.57 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~20.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;microSDHC (dedicated slot);VGA;No;2.1;No;"Stereo FM radio; built-in antenna";miniUSB;;;Li-Ion 800 mAh, removable;Up to 800 h;Up to 8 h;Black, White, Red, Blue;;;;Flashlight;;;;;;32MB RAM, 32MB ROM;;Yes;No;;No;;;;;;;;;;;;
https://www.gsmarena.com/micromax_in_note_1-10569.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-in-note1.jpg;Micromax In note 1;Exp. release 2020, November 24;;Android 10;64GB/128GB storage, microSDXC;24;29%;78,518 hits;"6.67""";1080x2400 pixels; ;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, November 03;Coming soon. Exp. release 2020, November 24;-;-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (peak);6.67 inches, 107.4 cm;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);;microSDXC (dedicated slot);"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, BDS;Unspecified;USB Type-C 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 5000 mAh, non-removable;;;Green, White;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 40, 41;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;;Oleophobic coating;Android 10;MediaTek Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;64GB, 128GB;LED flash, HDR;1080p@30fps;"16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm";1080p@30fps;No;About 130 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_in_1b-10568.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-in-1b-.jpg;Micromax In 1b;Exp. release 2020, November 26;;Android;32GB/64GB storage, microSDXC;13;11%;34,269 hits;"6.52""";720x1600 pixels;2/4 GB RAM;Helio G35;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, November 03;Coming soon. Exp. release 2020, November 26;-;-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm;720 x 1600 pixels, 20:9 ratio (~269 ppi density);;microSDXC (dedicated slot);13 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (depth);Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity;;Li-Po 5000 mAh, non-removable;;;Blue, Purple, Green;HSDPA 850 / 2100;1, 3, 5, 8, 40, 41;HSPA, LTE;;;Android;MediaTek Helio G35 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;32GB 2GB RAM, 64GB 4GB RAM;LED flash;1080p@30fps;8 MP;1080p@30fps;No;About 80 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_canvas_spark_3_q385-8258.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-3-q385.jpg;Micromax Canvas Spark 3 Q385;Released 2016, July;~ 175g, 9.1mm thickness;Android 5.1;8GB storage, microSDHC;7;0.1%;564,307 hits;"5.5""";720x1280 pixels;1 GB RAM;Spreadtrum SC7731;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, July;Available. Released 2016, July;153.8 x 77.5 x 9.1 mm (6.06 x 3.05 x 0.36 in);~ 175 g (6.17 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;microSDHC;8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2500 mAh, non-removable;Up to 360 h;Up to 7 h 30 min;Black;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;;Android 5.1 (Lollipop);Spreadtrum SC7731;Quad-core 1.3 GHz Cortex-A7;;8GB 1GB RAM;LED flash;1080p@30fps;5 MP;;No;About 70 EUR;;;;;;;Q385;;;;
https://www.gsmarena.com/micromax_canvas_amaze_2_e457-8257.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-amaze-2-e457.jpg;Micromax Canvas Amaze 2 E457;Released 2016, July;;Android 5.0.2;16GB storage, microSDHC;5;N/A;188,147 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 415;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, July;Available. Released 2016, July;-;-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm;720 x 1280 pixels, 16:9 ratio (~294 ppi density);;microSDHC;13 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;;Li-Po 2500 mAh, removable;Up to 273 h (3G);Up to 8 h (3G);Black;HSDPA 900 / 2100;LTE 1800 / 2100 / 2300;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;Corning Gorilla Glass 3;Android 5.0.2 (Lollipop);Qualcomm MSM8929 Snapdragon 415 (28 nm);Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;16GB 2GB RAM;Dual-LED flash;1080p@30fps;5 MP;;No;About 100 EUR;;;;eMMC 4.5;;;;;;;
https://www.gsmarena.com/micromax_canvas_selfie_3_q348-7667.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-3-q348.jpg;Micromax Canvas Selfie 3 Q348;Released 2015, August;110g, 7.8mm thickness;Android 5.0;8GB storage, microSDHC;7;N/A;295,391 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6582;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, August. Released 2015, August;Discontinued;141 x 68.4 x 7.8 mm (5.55 x 2.69 x 0.31 in);110 g (3.88 oz);Dual SIM;AMOLED;4.8 inches, 63.5 cm(~65.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);;microSDHC;8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.1, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 2300 mAh, non-removable;Up to 275 h;Up to 8 h 30 min;Black;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;Corning Gorilla Glass 3;Android 5.0 (Lollipop);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;8GB 1GB RAM;LED flash;1080p@30fps;8 MP;;No;;;0.41 W/kg (head)     0.75 W/kg (body);;;;LED flash;;;;;
https://www.gsmarena.com/micromax_canvas_selfie_2_q340-7666.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-q340.jpg;Micromax Canvas Selfie 2 Q340;Released 2015, August;136g, 9mm thickness;Android 5.0;8GB storage, microSDHC;1;N/A;438,609 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, August. Released 2015, August;Discontinued;143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in);136 g (4.80 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;microSDHC;5 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 2000 mAh, removable;Up to 313 h;Up to 7 h;Black;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;;Android 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;8GB 1GB RAM;LED flash;1080p@30fps;5 MP;;No;;;0.36 W/kg (head)     0.66 W/kg (body);;;;LED flash;Q340;;;;
https://www.gsmarena.com/micromax_a093_canvas_fire-6500.php;https://fdn2.gsmarena.com/vv/bigpic/Micromax-Canvas-Fire-A093.jpg;Micromax A093 Canvas Fire;Released 2014, July;;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;2,073,663 hits;"4.0""";480x800 pixels;512 MB RAM;;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2014, July. Released 2014, July;Discontinued;-;-;Dual SIM (Mini-SIM/ Micro-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);;microSDHC;5 MP;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 1750 mAh, removable;Up to 210 h;Up to 7 h;Black/Gold, White/Gold, Black/Silver, White/Silver;HSDPA 2100;;HSPA;;;Android 4.4.2 (KitKat);;Quad-core 1.3 GHz;;4GB 512MB RAM;LED flash, panorama, HDR;;VGA;;No;About 90 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_a300_canvas_gold-6452.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-a300.jpg;Micromax A300 Canvas Gold;Released 2014, June;6.9mm thickness;Android 4.4.2;32GB storage, no card slot;45;N/A;3,799,688 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6592T;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, June. Released 2014, June;Discontinued;6.9 mm thickness;-;Dual SIM;LTPS IPS LCD;5.5 inches, 83.4 cm;1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;No;16 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;;Li-Po 2300 mAh, non-removable;Up to 210 h;Up to 8 h;Black/Gold, White/Gold;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;;Android 4.4.2 (KitKat);Mediatek MT6592T;Octa-core 2.0 GHz Cortex-A7;Mali-450MP4;32GB 2GB RAM;LED flash, panorama, HDR;1080p@30fps;5 MP, AF;;No;About 300 EUR;0.21 W/kg (head)     0.56 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/micromax_x321-5480.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x321.jpg;Micromax X321;Released 2013;98.6g, 8.9mm thickness;Feature phone;microSDHC slot;2;N/A;225,140 hits;"2.8""";240x320 pixels; ;;;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;;2013. Released 2013;Discontinued;127.8 x 56 x 8.9 mm (5.03 x 2.20 x 0.35 in);98.6 g (3.46 oz);Dual SIM;TFT;2.8 inches, 24.3 cm(~33.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;microSDHC (dedicated slot);VGA;No;Yes;No;FM radio;Proprietary;;Audio/video player;Li-Ion, removable;Up to 150 h;Up to 4 h;White;;;;;;;;;;;;Yes;No;;No;About 20 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x295-5477.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x295.jpg;Micromax X295;Released 2013;10.8mm thickness;Feature phone;microSDHC slot;2;N/A;130,803 hits;"2.6""";240x320 pixels; ;;;GSM 900 / 1800 - SIM 1 & SIM 2;Class 10;Yes;2013. Released 2013;Discontinued;121 x 51 x 10.8 mm (4.76 x 2.01 x 0.43 in);-;Dual SIM;TFT;2.6 inches, 20.9 cm(~33.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;microSDHC (dedicated slot);VGA;No;Yes;No;FM radio;Proprietary;;Audio/video player;Li-Ion, removable;Up to 200 h;Up to 4 h;Gray;;;;;;;;;;;;Yes;No;;No;About 20 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x276-4888.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x276.jpg;Micromax X276;Released 2012, May;13.5mm thickness;Feature phone;microSDHC slot;11;N/A;88,299 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 10;Class 10;2012, May;Discontinued;118 x 48.6 x 13.5 mm (4.65 x 1.91 x 0.53 in);-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~31.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;microSDHC (dedicated slot);VGA;No;2.0;No;FM radio;microUSB;;;Removable Li-Ion 1000 mAh battery;Up to 145 h;Up to 3 h;Black;;;;;;;;;;;;Yes;No;;;About 20 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x246-4887.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x246.jpg;Micromax X246;Released 2012, May;104g, 15.6mm thickness;Feature phone;microSDHC slot;11;N/A;77,331 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;Class 12;2012, May;Discontinued;116 x 50 x 15.6 mm (4.57 x 1.97 x 0.61 in);104 g (3.67 oz);Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~30.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;microSDHC (dedicated slot);VGA;No;2.0;No;FM radio;microUSB;;;Removable Li-Ion 1800 mAh battery;Up to 550 h;Up to 8 h;Black;;;;;;;;;;;;Yes;No;;;About 20 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x266-3864.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X266.jpg;Micromax X266;Released 2011;95g, 11.5mm thickness;Feature phone;microSDHC slot;8;N/A;185,622 hits;"2.2""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Yes;No;2011. Released 2011;Discontinued;115 x 50.4 x 11.5 mm (4.53 x 1.98 x 0.45 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.2 cm(~26.3% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;microSDHC (dedicated slot);1.3 MP;No;Yes;No;Stereo FM radio;;;MP3 playerH.263 playerOrganizerPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 120 h;Up to 6 h;Red;;;;Flashlight;;;;;;;;Yes;No;;;About 30 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x265-3873.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x265.jpg;Micromax X265;Released 2010;95g, 14.7mm thickness;Feature phone;microSD slot;8;N/A;159,832 hits;"2.2""";176x220 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Yes;No;2010. Released 2010;Discontinued;113.7 x 50 x 14.7 mm (4.48 x 1.97 x 0.58 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.2 cm(~26.8% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;microSD (dedicated slot);Yes;No;Yes;No;Stereo FM radio;;;MP3 playerH.263 playerOrganizerPredictive text input;Removable Li-Ion 1200 mAh battery;Up to 312 h;Up to 6 h;Black;;;;Flashlight;;;;;;;;Yes;No;;;About 30 EUR;;;;;;;;;;;
https://www.gsmarena.com/micromax_x225-3321.php;https://fdn2.gsmarena.com/vv/bigpic/x225.jpg;Micromax X225;Released 2008, December;65 g;Feature phone;microSDHC slot;11;N/A;107,857 hits;"1.8""";128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;No;2008, December. Released 2008, December;Discontinued;-;65 g (2.29 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm;128 x 160 pixels (~114 ppi density);;microSDHC (dedicated slot);VGA;No;Yes;No;Stereo FM radio, recording;Proprietary;;OrganizerMP3/AAC+ playerVoice memoPredictive text input;Removable Li-Ion 700 mAh battery;Up to 300 h;Up to 4 h 10 min;Black/Red;;;;;;;;;;;;No;No;;;About 30 EUR;;;;;;;;;;;
